agent,agent_preference,num_connections,agent_connections,influence_status
17,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,20,"[91, 72, 68, 15, 35, 6, 79, 69, 86, 41, 33, 14, 61, 23, 96, 11, 37, 87, 89, 62]",False
18,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,16,"[19, 99, 43, 46, 67, 84, 91, 7, 23, 4, 86, 31, 60, 74, 98, 8]",False
19,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,12,"[67, 11, 37, 4, 99, 20, 55, 7, 49, 30, 86, 1]",False
20,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,17,"[93, 75, 45, 31, 27, 2, 64, 4, 56, 19, 32, 12, 47, 65, 58, 74, 29]",False
21,I lose a mask at least four times a day. This whole thing is a scam.,26,"[58, 56, 31, 41, 99, 16, 45, 69, 30, 2, 83, 75, 93, 74, 42, 48, 17, 12, 88, 51, 81, 96, 76, 84, 28, 49]",False
22,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",23,"[81, 96, 21, 47, 70, 60, 28, 2, 56, 84, 90, 18, 93, 72, 10, 42, 83, 99, 36, 1, 37, 75, 57]",False
23,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",26,"[64, 44, 94, 69, 34, 90, 39, 74, 88, 27, 85, 1, 37, 72, 68, 73, 41, 59, 50, 14, 47, 95, 98, 58, 56, 63]",False
24,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,13,"[4, 57, 16, 86, 50, 58, 52, 89, 76, 9, 87, 72, 18]",False
25,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,19,"[44, 1, 36, 91, 7, 57, 83, 66, 70, 46, 48, 94, 86, 28, 33, 29, 2, 89, 98]",False
26,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,17,"[39, 79, 64, 17, 43, 14, 51, 76, 99, 86, 27, 6, 9, 78, 68, 36, 80]",False
27,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,26,"[60, 1, 16, 53, 33, 100, 12, 96, 63, 37, 35, 83, 38, 58, 52, 97, 3, 64, 18, 68, 11, 31, 41, 7, 71, 47]",False
28,I lose a mask at least four times a day. This whole thing is a scam.,17,"[46, 96, 1, 55, 44, 82, 8, 53, 74, 70, 24, 80, 22, 2, 51, 94, 85]",False
29,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",30,"[15, 12, 53, 81, 87, 96, 36, 71, 88, 47, 24, 62, 37, 97, 55, 39, 100, 14, 70, 28, 98, 22, 77, 79, 85, 51, 86, 4, 80, 68]",False
30,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",17,"[87, 76, 37, 62, 7, 61, 33, 43, 54, 79, 57, 49, 25, 27, 80, 74, 97]",False
31,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,4,"[46, 50, 23, 51]",False
32,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,21,"[4, 23, 26, 74, 76, 18, 44, 68, 78, 38, 59, 91, 56, 50, 83, 30, 33, 45, 67, 39, 43]",False
33,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,20,"[50, 43, 93, 46, 98, 48, 31, 22, 73, 2, 47, 63, 57, 67, 77, 60, 40, 51, 78, 16]",False
34,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,11,"[16, 52, 71, 7, 79, 50, 15, 67, 44, 35, 42]",False
35,I lose a mask at least four times a day. This whole thing is a scam.,22,"[80, 15, 1, 86, 46, 94, 88, 10, 30, 82, 45, 100, 55, 60, 91, 36, 57, 44, 59, 92, 18, 40]",False
36,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",3,"[80, 28, 63]",False
37,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",20,"[57, 51, 20, 75, 31, 92, 72, 69, 36, 59, 8, 99, 96, 93, 88, 25, 14, 22, 68, 84]",False
38,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,19,"[98, 35, 39, 32, 64, 18, 36, 23, 74, 27, 48, 11, 3, 67, 61, 42, 53, 60, 57]",False
39,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,10,"[80, 100, 99, 85, 84, 65, 35, 72, 93, 59]",False
40,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,16,"[38, 30, 58, 82, 91, 51, 15, 44, 63, 31, 62, 64, 14, 99, 50, 57]",False
41,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,4,"[16, 26, 24, 34]",False
42,I lose a mask at least four times a day. This whole thing is a scam.,6,"[44, 64, 70, 75, 63, 22]",False
43,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",25,"[89, 59, 29, 37, 13, 28, 73, 14, 64, 87, 22, 46, 94, 6, 53, 2, 21, 66, 39, 40, 30, 19, 51, 93, 20]",False
44,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",9,"[56, 19, 95, 71, 92, 87, 64, 99, 69]",False
45,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,26,"[84, 97, 7, 64, 51, 22, 74, 62, 39, 82, 88, 100, 77, 16, 34, 20, 17, 66, 58, 6, 32, 52, 55, 60, 43, 85]",False
46,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,11,"[36, 7, 60, 97, 12, 87, 1, 64, 75, 47, 72]",False
47,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,8,"[95, 25, 24, 31, 9, 56, 27, 77]",False
48,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,13,"[23, 35, 73, 62, 31, 66, 54, 40, 84, 37, 36, 32, 71]",False
49,I lose a mask at least four times a day. This whole thing is a scam.,10,"[59, 58, 30, 4, 90, 33, 7, 3, 14, 37]",False
50,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",16,"[80, 22, 18, 11, 24, 56, 74, 26, 17, 47, 93, 85, 42, 76, 67, 36]",False
51,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",11,"[64, 75, 62, 1, 63, 7, 16, 84, 31, 49, 91]",False
52,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,25,"[5, 11, 81, 67, 93, 89, 80, 62, 33, 16, 64, 10, 6, 63, 46, 44, 15, 34, 92, 72, 3, 85, 25, 7, 50]",False
53,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,5,"[60, 82, 47, 50, 56]",False
54,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,11,"[48, 46, 50, 51, 47, 80, 12, 11, 13, 53, 89]",False
55,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,7,"[34, 21, 15, 31, 84, 82, 5]",False
56,I lose a mask at least four times a day. This whole thing is a scam.,28,"[16, 76, 91, 54, 29, 44, 48, 66, 89, 73, 2, 82, 18, 75, 21, 7, 17, 52, 35, 55, 24, 4, 70, 32, 13, 9, 96, 60]",False
57,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",5,"[72, 60, 36, 98, 16]",False
58,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",27,"[36, 93, 38, 66, 75, 51, 77, 22, 45, 42, 59, 50, 48, 14, 67, 55, 21, 3, 57, 47, 64, 73, 16, 94, 68, 33, 19]",False
59,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,18,"[1, 46, 29, 41, 96, 25, 26, 53, 16, 64, 3, 80, 5, 74, 40, 43, 38, 67]",False
60,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,7,"[68, 23, 26, 56, 46, 18, 30]",False
61,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,24,"[40, 72, 49, 76, 14, 70, 74, 45, 22, 50, 59, 84, 47, 9, 99, 37, 44, 32, 96, 13, 83, 89, 35, 39]",False
62,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,23,"[100, 41, 23, 53, 59, 66, 1, 10, 38, 17, 77, 70, 46, 15, 30, 91, 56, 78, 67, 40, 6, 51, 4]",False
63,I lose a mask at least four times a day. This whole thing is a scam.,4,"[90, 100, 62, 74]",False
64,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",12,"[82, 71, 37, 24, 30, 35, 26, 68, 8, 7, 38, 46]",False
65,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",1,[98],False
66,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,20,"[21, 56, 64, 9, 59, 69, 82, 25, 20, 12, 26, 4, 97, 86, 37, 35, 42, 98, 55, 60]",False
67,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,12,"[94, 60, 54, 92, 20, 87, 83, 86, 13, 89, 52, 37]",False
68,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,20,"[88, 96, 9, 40, 90, 26, 37, 59, 91, 61, 21, 78, 70, 66, 93, 42, 17, 29, 23, 6]",False
69,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,4,"[26, 81, 56, 3]",False
70,I lose a mask at least four times a day. This whole thing is a scam.,30,"[56, 40, 69, 19, 72, 54, 97, 10, 95, 75, 91, 32, 86, 27, 8, 21, 81, 63, 12, 51, 34, 29, 36, 25, 22, 30, 80, 33, 50, 43]",False
71,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",19,"[88, 43, 63, 6, 30, 16, 83, 32, 27, 70, 39, 26, 76, 60, 84, 66, 50, 22, 86]",False
72,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",30,"[83, 54, 34, 41, 6, 26, 93, 8, 79, 70, 25, 33, 80, 76, 99, 2, 57, 15, 11, 92, 35, 24, 88, 38, 19, 98, 21, 9, 100, 68]",False
73,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,18,"[54, 95, 58, 64, 8, 72, 48, 35, 1, 79, 36, 99, 90, 89, 28, 92, 38, 37]",False
74,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,27,"[25, 51, 79, 75, 49, 50, 85, 96, 59, 40, 7, 27, 35, 36, 56, 77, 80, 87, 12, 99, 72, 66, 90, 73, 98, 46, 19]",False
75,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,8,"[21, 48, 30, 34, 19, 18, 91, 24]",False
76,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,15,"[62, 46, 6, 11, 54, 99, 2, 58, 72, 94, 18, 37, 26, 38, 24]",False
77,I lose a mask at least four times a day. This whole thing is a scam.,27,"[35, 32, 76, 72, 81, 66, 41, 84, 7, 8, 16, 26, 30, 53, 28, 62, 94, 22, 36, 4, 56, 46, 82, 39, 23, 60, 58]",False
78,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",4,"[6, 46, 86, 75]",False
79,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",14,"[43, 66, 37, 99, 85, 46, 54, 56, 62, 82, 60, 32, 2, 33]",False
80,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,24,"[66, 94, 74, 20, 79, 36, 2, 28, 67, 54, 88, 44, 41, 25, 58, 9, 11, 82, 13, 87, 24, 22, 84, 86]",False
81,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,4,"[95, 98, 85, 39]",False
82,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,22,"[53, 85, 44, 20, 46, 52, 95, 96, 86, 60, 98, 10, 49, 56, 72, 37, 92, 97, 14, 79, 11, 31]",False
83,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,8,"[75, 37, 2, 98, 17, 7, 79, 53]",False
84,I lose a mask at least four times a day. This whole thing is a scam.,29,"[88, 66, 5, 30, 71, 93, 15, 14, 75, 52, 65, 45, 51, 56, 9, 72, 25, 69, 29, 39, 61, 22, 8, 16, 57, 85, 33, 63, 87]",False
85,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",14,"[30, 5, 75, 18, 15, 32, 38, 77, 34, 24, 11, 35, 2, 12]",False
86,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",21,"[29, 26, 96, 40, 38, 10, 18, 87, 55, 44, 76, 41, 20, 50, 28, 91, 59, 69, 24, 74, 51]",False
87,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,3,"[40, 56, 36]",False
88,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,13,"[16, 82, 76, 99, 4, 36, 86, 38, 19, 20, 31, 39, 34]",False
89,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,7,"[78, 40, 28, 63, 7, 25, 5]",False
90,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,24,"[83, 42, 89, 34, 9, 12, 6, 25, 97, 18, 39, 7, 59, 37, 50, 2, 10, 70, 11, 72, 68, 94, 60, 19]",False
91,I lose a mask at least four times a day. This whole thing is a scam.,10,"[65, 70, 30, 73, 13, 40, 43, 81, 58, 53]",False
92,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",4,"[52, 64, 65, 80]",False
93,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",14,"[96, 18, 40, 95, 59, 9, 90, 30, 54, 75, 84, 11, 55, 47]",False
94,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,16,"[96, 5, 84, 97, 57, 39, 82, 3, 32, 11, 7, 91, 73, 69, 55, 24]",False
95,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,8,"[83, 92, 69, 30, 21, 52, 40, 51]",False
96,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,1,[99],False
97,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,5,"[59, 36, 42, 20, 91]",False
98,I lose a mask at least four times a day. This whole thing is a scam.,1,[87],False
99,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are.",2,"[94, 82]",False
100,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them.",13,"[19, 40, 15, 82, 75, 77, 65, 59, 41, 28, 8, 70, 44]",False
101,Wearing masks and getting vaccinated is the best way to stop the virus. Please wear masks.,30,"[20, 63, 97, 43, 2, 25, 76, 73, 64, 55, 61, 87, 81, 80, 6, 41, 75, 78, 31, 66, 94, 83, 17, 28, 74, 45, 10, 44, 19, 12]",True
