agent,agent_preference,num_connections,agent_connections,influence_status
47,see this is how crazy trump s made the united states of america if you want order in america president donald j trump must take off his mask and turn himself in oh and every day he doesn t people will die starting tonight i m a man of my word covid,9,"[90, 82, 15, 44, 77, 70, 6, 71, 92]",False
48,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,6,"[8, 59, 64, 70, 6, 98]",False
49,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,2,"[88, 53]",False
50,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,10,"[51, 27, 68, 42, 6, 66, 23, 75, 89, 3]",False
51,yes the newest strain is soooooo contagious just bc they have a mask on their hands pics don t mean they re using it,6,"[45, 64, 63, 27, 5, 22]",False
52,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school,27,"[79, 29, 100, 96, 64, 33, 3, 66, 61, 84, 91, 20, 85, 49, 38, 58, 32, 4, 28, 80, 51, 98, 87, 41, 5, 44, 18]",False
53,how does the mask make his breath come out of the back of his head,3,"[4, 16, 87]",False
54,i m not against vacks mandates cuz i don t think i ll catch the cough i already had it i m against them cuz they ruin the economy get people fired and people should be able to choose to wear a mask or get the jab if they want not by force,4,"[51, 97, 67, 90]",False
55,i wear my mask when i m in public lawmaker who isn t wearing his mask in public says,8,"[80, 84, 12, 2, 48, 87, 47, 39]",False
56,says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn t,19,"[53, 100, 41, 54, 10, 13, 12, 78, 67, 46, 18, 82, 65, 92, 1, 93, 26, 29, 51]",False
57,if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project,6,"[67, 90, 47, 68, 35, 28]",False
58,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,28,"[22, 87, 3, 66, 82, 26, 27, 89, 60, 16, 32, 52, 36, 13, 78, 75, 33, 20, 43, 100, 21, 38, 86, 25, 94, 34, 77, 61]",False
59,oh man you should come to georgia it s like people here think wearing a mask gives them covid there s so few,25,"[62, 29, 93, 100, 38, 24, 58, 74, 21, 22, 31, 23, 7, 53, 76, 84, 66, 52, 72, 54, 42, 14, 16, 49, 41]",False
60,see this is how crazy trump s made the united states of america if you want order in america president donald j trump must take off his mask and turn himself in oh and every day he doesn t people will die starting tonight i m a man of my word covid,7,"[42, 68, 79, 4, 27, 57, 14]",False
61,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,12,"[34, 51, 86, 9, 93, 75, 13, 79, 91, 100, 8, 69]",False
62,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,22,"[92, 86, 95, 79, 99, 11, 98, 77, 24, 45, 40, 55, 12, 3, 8, 6, 28, 54, 47, 75, 72, 43]",False
63,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,21,"[11, 3, 25, 62, 82, 67, 72, 56, 73, 34, 6, 21, 53, 33, 42, 86, 19, 100, 37, 22, 75]",False
64,yes the newest strain is soooooo contagious just bc they have a mask on their hands pics don t mean they re using it,15,"[3, 83, 4, 75, 65, 96, 28, 50, 52, 2, 32, 51, 5, 82, 47]",False
65,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school,18,"[73, 41, 76, 6, 69, 44, 7, 27, 16, 26, 4, 32, 67, 35, 100, 12, 60, 40]",False
66,how does the mask make his breath come out of the back of his head,17,"[21, 38, 48, 12, 36, 37, 40, 10, 75, 92, 19, 61, 23, 89, 32, 29, 20]",False
67,i m not against vacks mandates cuz i don t think i ll catch the cough i already had it i m against them cuz they ruin the economy get people fired and people should be able to choose to wear a mask or get the jab if they want not by force,10,"[46, 94, 65, 47, 14, 66, 11, 80, 93, 7]",False
68,i wear my mask when i m in public lawmaker who isn t wearing his mask in public says,16,"[29, 81, 5, 57, 100, 97, 91, 49, 23, 8, 54, 88, 60, 36, 95, 70]",False
69,says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn t,16,"[42, 93, 89, 96, 15, 43, 88, 27, 35, 11, 33, 17, 10, 75, 76, 74]",False
70,if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project,16,"[39, 51, 95, 8, 48, 88, 17, 7, 15, 90, 47, 82, 99, 69, 23, 1]",False
71,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,5,"[49, 79, 61, 82, 87]",False
72,oh man you should come to georgia it s like people here think wearing a mask gives them covid there s so few,23,"[48, 9, 79, 78, 17, 44, 13, 54, 83, 70, 23, 36, 40, 59, 75, 74, 22, 5, 3, 84, 51, 12, 11]",False
73,see this is how crazy trump s made the united states of america if you want order in america president donald j trump must take off his mask and turn himself in oh and every day he doesn t people will die starting tonight i m a man of my word covid,1,[100],False
74,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,16,"[77, 72, 18, 89, 87, 46, 82, 83, 49, 2, 33, 63, 50, 48, 70, 57]",False
75,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,30,"[78, 86, 42, 79, 55, 65, 93, 14, 49, 33, 40, 62, 89, 41, 96, 94, 51, 66, 28, 5, 44, 95, 6, 56, 11, 47, 37, 34, 17, 2]",False
76,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,6,"[16, 39, 59, 58, 90, 45]",False
77,yes the newest strain is soooooo contagious just bc they have a mask on their hands pics don t mean they re using it,19,"[11, 56, 71, 52, 21, 96, 10, 90, 69, 26, 44, 87, 33, 68, 37, 58, 36, 59, 55]",False
78,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school,28,"[23, 12, 37, 47, 40, 60, 88, 87, 89, 58, 21, 14, 31, 70, 77, 42, 15, 94, 79, 48, 33, 8, 19, 5, 83, 92, 65, 85]",False
79,how does the mask make his breath come out of the back of his head,12,"[96, 85, 57, 80, 55, 36, 69, 54, 38, 17, 20, 42]",False
80,i m not against vacks mandates cuz i don t think i ll catch the cough i already had it i m against them cuz they ruin the economy get people fired and people should be able to choose to wear a mask or get the jab if they want not by force,17,"[16, 44, 75, 6, 97, 53, 89, 72, 2, 42, 70, 91, 29, 50, 52, 58, 18]",False
81,i wear my mask when i m in public lawmaker who isn t wearing his mask in public says,27,"[91, 55, 32, 48, 42, 79, 49, 24, 99, 71, 51, 98, 69, 59, 41, 5, 34, 43, 72, 44, 68, 31, 64, 50, 19, 6, 65]",False
82,says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn t,16,"[95, 44, 11, 25, 78, 32, 54, 52, 97, 35, 2, 49, 21, 77, 27, 36]",False
83,if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project,2,"[5, 87]",False
84,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,21,"[85, 56, 2, 41, 78, 39, 64, 99, 69, 22, 93, 58, 53, 83, 54, 24, 81, 51, 48, 52, 44]",False
85,oh man you should come to georgia it s like people here think wearing a mask gives them covid there s so few,20,"[53, 54, 11, 64, 16, 22, 81, 28, 2, 29, 6, 83, 32, 52, 41, 72, 47, 24, 84, 31]",False
86,see this is how crazy trump s made the united states of america if you want order in america president donald j trump must take off his mask and turn himself in oh and every day he doesn t people will die starting tonight i m a man of my word covid,29,"[29, 98, 24, 36, 41, 11, 18, 47, 50, 13, 99, 85, 30, 77, 31, 22, 19, 55, 17, 16, 79, 76, 93, 37, 57, 44, 10, 94, 58]",False
87,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,14,"[9, 45, 4, 51, 71, 11, 28, 33, 19, 21, 26, 61, 3, 23]",False
88,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask,25,"[15, 96, 22, 77, 73, 44, 75, 35, 60, 66, 55, 42, 59, 19, 78, 34, 46, 94, 12, 6, 2, 71, 37, 69, 9]",False
89,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things,26,"[39, 3, 1, 58, 13, 78, 24, 36, 37, 19, 15, 44, 43, 8, 25, 86, 88, 56, 38, 62, 72, 83, 95, 87, 81, 64]",False
90,yes the newest strain is soooooo contagious just bc they have a mask on their hands pics don t mean they re using it,30,"[4, 32, 46, 31, 88, 93, 96, 29, 72, 60, 2, 25, 42, 85, 10, 75, 41, 28, 74, 21, 30, 19, 12, 15, 97, 39, 38, 22, 64, 73]",False
91,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school,6,"[6, 100, 48, 15, 33, 59]",False
92,how does the mask make his breath come out of the back of his head,11,"[97, 8, 86, 85, 95, 82, 37, 57, 18, 59, 77]",False
93,i m not against vacks mandates cuz i don t think i ll catch the cough i already had it i m against them cuz they ruin the economy get people fired and people should be able to choose to wear a mask or get the jab if they want not by force,24,"[5, 44, 66, 36, 70, 56, 26, 12, 67, 62, 48, 33, 32, 23, 82, 81, 1, 90, 24, 10, 16, 64, 2, 92]",False
94,i wear my mask when i m in public lawmaker who isn t wearing his mask in public says,12,"[47, 63, 27, 37, 65, 58, 48, 19, 42, 73, 35, 51]",False
95,says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn t,14,"[39, 45, 7, 81, 63, 89, 84, 90, 25, 40, 29, 34, 4, 70]",False
96,if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project,4,"[61, 33, 97, 40]",False
97,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,22,"[30, 31, 29, 76, 80, 85, 16, 86, 55, 69, 81, 63, 42, 34, 32, 52, 96, 68, 40, 3, 39, 28]",False
98,oh man you should come to georgia it s like people here think wearing a mask gives them covid there s so few,5,"[55, 48, 13, 97, 84]",False
99,see this is how crazy trump s made the united states of america if you want order in america president donald j trump must take off his mask and turn himself in oh and every day he doesn t people will die starting tonight i m a man of my word covid,12,"[3, 9, 98, 45, 77, 25, 66, 18, 32, 69, 26, 91]",False
100,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that,16,"[69, 38, 28, 4, 98, 39, 84, 81, 62, 70, 67, 78, 15, 14, 65, 2]",False
101,Wearing masks and getting vaccinated is the best way to stop the virus. Please wear masks.,30,"[4, 98, 7, 1, 94, 23, 57, 21, 58, 17, 5, 68, 11, 85, 66, 24, 29, 47, 55, 64, 46, 88, 84, 36, 30, 83, 22, 71, 50, 25]",True
