agent,agent_preference,num_connections,agent_connections,influence_status
69,says the no mask wearing breaker of hers laws to get her ends dyed,27,"[48, 11, 43, 91, 57, 46, 9, 13, 1, 44, 85, 47, 31, 10, 99, 50, 34, 26, 5, 24, 89, 14, 65, 52, 80, 79, 94]",False
70,i flew for the first time since march it was mostly fine but some folks wore their masks as chin slings i have glasses and wore my mask over my nose for hours and they didn t fog up i also had plenty of oxygen over the nose people,14,"[67, 71, 79, 16, 4, 36, 65, 80, 6, 96, 41, 95, 30, 59]",False
71,we keep hearing about how most kids quickly recover from covid pretty hard to recover from this wear a mask and if you can get vaccinated,27,"[23, 58, 56, 7, 72, 62, 93, 52, 99, 68, 80, 67, 34, 48, 12, 43, 70, 31, 30, 35, 50, 39, 77, 63, 32, 89, 64]",False
72,if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project,12,"[49, 5, 63, 90, 75, 77, 11, 42, 100, 1, 23, 81]",False
73,this covid is such a strange virus there are people that have gotten infected and times and then there s others that were directly exposed and nothing i m not antivax or anti mask btw but it s just weird,13,"[92, 8, 3, 44, 97, 51, 23, 41, 96, 54, 6, 34, 27]",False
74,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops,14,"[70, 44, 59, 48, 81, 93, 86, 29, 88, 98, 3, 41, 76, 10]",False
75,thank u for wearing a mask and being smart unfortunately trump showed no effort to set an example to suppress the spread he dismissed the threat and millions who sit on his every word followed his lead magats think it s a hoax while people are dying each day from it,15,"[88, 2, 97, 46, 53, 55, 43, 52, 38, 91, 98, 65, 61, 90, 54]",False
76,how about don t touch your face unless you have disinfected your hands recently and you only need to wear a mask when in close quarters with someone else,15,"[84, 100, 87, 70, 25, 54, 64, 90, 6, 3, 35, 66, 24, 44, 50]",False
77,lockdowns are not the answer i ll wear a mask forever if that means we don t lockdown the schools businesses restaurants amp sports it hurts my heart to see so many people hurting and losing their businesses,3,"[60, 49, 57]",False
78,oh man you should come to georgia it s like people here think wearing a mask gives them covid there s so few,17,"[19, 76, 1, 5, 88, 99, 96, 28, 44, 43, 26, 24, 69, 62, 9, 22, 4]",False
79,this is disgraceful why do you not have a mask on you could ve given that bird covid,15,"[39, 89, 69, 35, 90, 72, 46, 34, 43, 38, 9, 93, 91, 40, 62]",False
80,question what can be done when i walk into a place to pick up food amp not one employee is wearing a mask i m the only person in the place wearing one trust me i know it s uncomfortable to wear all day i don t love wearing it either but we re doing it to protect each other,1,[38],False
81,please wear a mask amp bend over,28,"[83, 50, 15, 61, 65, 49, 80, 6, 51, 76, 32, 87, 8, 57, 39, 53, 10, 56, 13, 28, 70, 31, 97, 46, 99, 22, 26, 47]",False
82,wearing this mask and it being so hot,17,"[44, 90, 64, 96, 80, 33, 3, 24, 62, 94, 76, 66, 60, 83, 54, 35, 84]",False
83,the phrase mask up was on the front page of the print edition of the inquirer this morning i was suddenly overcome with the urge the yeet the whole paper into the street when i grabbed it from my stoop,15,"[48, 57, 51, 85, 90, 89, 47, 22, 93, 16, 46, 52, 65, 94, 41]",False
84,i m fully vaccinated but i still wear my mask bc wayyy too anxious to not,3,"[46, 29, 74]",False
85,well saw my first person get booted out for not keeping their mask on,27,"[74, 31, 57, 70, 53, 44, 3, 58, 6, 100, 42, 49, 80, 1, 55, 50, 2, 20, 90, 71, 92, 84, 94, 64, 24, 99, 39]",False
86,harbaugh s wearing the wrap my grandmother wore in her convertible as a covid mask mnfxespn,13,"[62, 26, 72, 96, 5, 50, 55, 8, 53, 45, 66, 81, 40]",False
87,i have no issue with having to wear a mask i do have an issue with the fact that the situation is so bad that we have to yet people that are forced to work and interact with the public aren t being awarded hazard pay just my two cents,13,"[53, 26, 39, 38, 93, 41, 71, 24, 94, 69, 29, 22, 46]",False
88,i know it s for the best of all but wearing a mask for hours at work is so tiring and annoying props to those healthcare workers for doing it for such long periods of time,15,"[57, 85, 3, 9, 42, 35, 99, 72, 50, 86, 56, 79, 74, 21, 39]",False
89,its shocking that in this country there are still people who dont wear a mask in public who dont care about others health and people who dont even believe this pandemic exists shocking,11,"[68, 19, 57, 55, 95, 56, 33, 58, 1, 36, 66]",False
90,the people who are completely anti mask i assume just repeated grades in elementary school more than once,23,"[35, 55, 62, 54, 91, 66, 25, 17, 86, 64, 46, 31, 28, 60, 88, 23, 100, 82, 38, 16, 29, 49, 45]",False
91,walking out of the grocery store in florida and i m taking my mask off as i just walk out some old lady walking in looks at me and goes thought this was a free country just laughed at her go get your groceries and be quiet lady,17,"[90, 32, 20, 19, 30, 22, 9, 74, 23, 40, 64, 31, 93, 55, 66, 51, 28]",False
92,covid is really bad right now mask up and be careful,14,"[39, 85, 95, 67, 26, 88, 14, 93, 73, 16, 47, 36, 71, 5]",False
93,i like wearing a mask because i can go out in public with a fat lip in and nobody knows,17,"[15, 73, 12, 68, 38, 92, 22, 75, 6, 70, 95, 50, 30, 20, 47, 39, 40]",False
94,huge covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask,29,"[22, 56, 49, 98, 4, 3, 23, 57, 52, 61, 45, 74, 42, 44, 6, 79, 24, 34, 21, 99, 16, 83, 7, 72, 14, 66, 84, 15, 60]",False
95,this is shaping up to be an unnecessarily stressful week but if the texassupremecourt holds up anti mask mandate we ll have to withdraw the kids again and homeschool again too many other school districts have already seen cases spike for us to take chances,4,"[67, 96, 39, 80]",False
96,wrong again brainiac among the reasons for reluctance on the part of some health agencies and places to urge mask wearing is the concern about the shortage of masks for medical workers,19,"[38, 84, 44, 15, 80, 3, 37, 4, 89, 50, 45, 1, 86, 85, 71, 74, 20, 100, 22]",False
97,when is the pandemic over though i know there is likely some scientifically measurable end to it but when is the social emotional end when sports resumed when i got vaccinated when mask mandates were lifted when x of americans are vaccinated,16,"[87, 38, 1, 25, 69, 71, 95, 82, 18, 81, 6, 92, 13, 66, 68, 67]",False
98,due to an obvious difference in size as in body size anti masker reluctantly adjusted his mask responsible citizen is over feet tall big the type of person you don t want to fight unless you absolutely have to,21,"[90, 13, 79, 51, 18, 10, 19, 11, 52, 56, 86, 46, 29, 83, 94, 67, 20, 23, 24, 30, 28]",False
99,so wait you believe in science and medicine for this but requiring a mask because you know science and medicine you re against if only your family wasn t in the pharma business and stood to lose lots of money when marijuana becomes legal i wonder what you would believe than,3,"[34, 76, 92]",False
100,if i get this covid vaccine i shouldn t have to wear a mask anymore,8,"[16, 92, 5, 56, 79, 68, 97, 25]",False
101,"Wearing masks does not help in stopping the virus, it's useless and I hate it.",30,"[65, 96, 81, 68, 77, 42, 12, 79, 60, 50, 48, 74, 58, 37, 90, 56, 66, 11, 70, 59, 73, 25, 76, 86, 29, 72, 87, 33, 98, 13]",True
